,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1971,,,,,,,18014585940,,,,29266000000,24677699000.0,,,53707256000.0,389764048480,343553452760.0,944323940614.478,,,,,,,,2771027575.4,44980274070.8962,,,,,,86944594000,60900394000.0,,3649730579244.1,,,271568357510,305098565900.0,353451409970,13590859486000,,,1025309397000.0,4228807383.1,,,,,156656641000.0,,,164470139000.0,108753763880.0,859852386170,2893429000.0,75733674607,,24166663000.0,,,12609996000.0,,84850990000,,,418991595800,79036034000.0,,,,,,,,7319697000,,,35487160554,,,112906272142.033,28235709000,,,,58952462752000,,565552745970,9452896000.0,1602457886856140,,243460624000.0,42466444000.0,90906820000.0,,,15328057849000.0,,306326705090,,,,,8568700000000,,,,,,,,242737718765.268,38839000.0,,8225067000.0,,,,35279436900.0,,,4452012572868.31,,352642211990,,,143048439100.0,,,,,,,10758711287.0,,,20907792419,,,,,14361686134.0,70431392000.0,227428000000.0,,,9875619000.0,,2067877114496.35,4550974606.6,19925000000,309790811840,,3500567000.0,,,,9406519000.0,996218702540,,,,,,40756454991,,814998445.875609,895751616930,13516200000,,1348797969700.0,2297283336.9,,10581799936.0,,,,,,,317342369000,3078088500,,,90639000000.0,,1024643076100.0,348724070640.0,227659259300,,,,,,4023112395.8,,,,,,55082937530,266165030000.0,,,,,,,,,,,335960000000.0,2809885100.0,
1970,,,,,,,16096850651,,,,28395000000,23217871000.0,,,51818692000.0,325776676200,287713889110.0,1204569808320.83,,,,,,,,2430714465.5,37580576912.8109,,,,,,81550618000,57332047000.0,,3364787943653.63,,,223679371360,255804393500.0,352018039710,11312237223000,,,955020973750.0,3894059050.9,,,,,145904113000.0,,,162112387000.0,117077361690.0,930719353250,2403425000.0,74790761661,,23998552000.0,,,12631939000.0,,79115677000,,,401881169400,75001686000.0,,,,,,,,6784719000,,,33349516858,,,100172277131.703,31616481200,,,,53633925352000,,479166324290,9031991000.0,1340946508514440,,195426898000.0,38273897000.0,88274663000.0,,,14319234864000.0,,263633606040,,,,,7132300000000,,,,,,,,269186425326.267,31071200.0,,7617555000.0,,,,37554231600.0,,,4422331200268.52,,368448300750,,,130042238600.0,,,,,,,10576512200.0,,,20958917407,,,,,14464617628.0,66472144000.0,213013000000.0,,,10070087000.0,,2298051648950.5,4113699286.0,19064000000,311570973640,,3238477100.0,,,,8214422000.0,900190879320,,,,,,36367744510,,895398612.343187,924898851770,12034900000,,1532442566200.0,2117987488.9,,7362600960.0,,,,,,,328172103000,3514488000,,,83927000000.0,,1007594892700.0,290471781530.0,262320737400,,,,,,3686639768.5,,,,,,53797441081,252679465000.0,,,,,,,,,,,305177000000.0,2651524300.0,
1969,,,,,,,19834408700,,,,26211000000,,,,,301084758960,325879225830.0,1076838101678.32,,,,,,,,2554205462.9,27498293872.0,,,,,,82825997700,,,3331483991811.67,,,203413344620,215317192500.0,317247075440,9337684653300,,,770459155030.0,,,,,,,,,148568312000.0,104188458320.0,826781131900,2328566000.0,65412542802,,,,,,,73742666200,,,375119088100,,,,,,,,,6658028500,,,30904871051,,,89239016035.3566,27894502400,,,,47802757840000,,406366015820,,1244920895218430,,,,,,,,,223774146340,,,,,6535100000000,,,,,,,,286105396251.8,31459600.0,,,,,,31386141000.0,,,4600411999267.26,,342182018300,,,156052550200.0,,,,,,,9749474697.1,,,17898390461,,,,,13575986483.0,58208143300.0,,,,,,1552814311897.09,3749443891.1,17842000000,329582022270,,2448078300.0,,,,,948160716300,,,,,,32331667978,,939264339.408719,829944973570,10640300000,,1555319254600.0,1983971387.3,,9949396992.0,,,,,,,299353628900,3525353900,,,,,816068446400.0,255835720440.0,255465271800,,,,,,3134343813.0,,,,,,41800172656,,,,,,,,,,,,265237000000.0,2619988100.0,
1968,,,,,,,15868339713,,,,25337000000,,,,,277080483000,308260211760.0,996502687133.976,,,,,,,,2521274530.3,24677909375.0,,,,,,73083638300,,,2920669585228.24,,,204314234630,186521716200.0,285701884260,8298779868400,,,684283622410.0,,,,,,,,,131700852600.0,95190382740.0,685047197740,2328028000.0,63051326242,,,,,,,61253492700,,,337387643700,,,,,,,,,5828592300,,,31575727368,,,80079943191.5917,28949427600,,,,39921069885000,,467276084640,,1115018225455030,,,,,,,,,218641648110,,,,,5183100000000,,,,,,,,267135041575.384,31330100.0,,,,,,29665251600.0,,,4385235062068.79,,342712295350,,,145213698400.0,,,,,,,9862783080.2,,,17614879009,,,,,14728561083.0,,,,,,,1857152109432.63,3252354626.4,17953000000,318707134100,,1915320500.0,,,,,813269004690,,,,,,30716975584,,1070067322.10533,913780834270,8821100000,,1397192911300.0,2039622077.8,,9211199488.0,,,,,,,265149291100,3256689300,,,,,861868027900.0,219625103100.0,234875538900,,,,,,3067721216.6,,,,,,33993855993,,,,,,,,,,,,234444000000.0,2821909700.0,
1967,,,,,,,14546325424,,,,23057000000,,,,,262678408460,270097484010.0,1054475335252.84,,,,,,,,2497605422.4,19977470997.0,,,,,,66330724200,,,2677981575651.43,,,176241821850,144758541100.0,257382549450,6708959924100,,,609049625160.0,,,,,,,,,123817467800.0,88113281300.0,576384527140,2069823000.0,67482884857,,,,,,,54691037000,,,313696094000,,,,,,,,,5240631400,,,30370460039,,,69170628428.8997,26382544900,,,,37357919331000,,545634529110,,927841395477006,,,,,,,,,203513031500,,,,,3643300000000,,,,,,,,240640606910.217,31071200.0,,,,,,29000580100.0,,,3710007996573.59,,322758226280,,,153882874000.0,,,,,,,9480792434.5,,,17040885494,,,,,17318304571.0,,,,,,,1742079613099.05,3150653678.7,19748000000,299765281970,,1745994700.0,,,,,719234520830,,,,,,29223858925,,1062430534.76121,971474329920,6709400000,,1196593840400.0,2267515256.9,,9327501312.0,,,,,,,244828592800,3152634900,,,,,874359049700.0,206242930670.0,202084549100,,,,,,3600142381.4,,,,,,36729836309,,,,,,,,,,,,237162000000.0,2630197800.0,
1966,,,,,,,14546325424,,,,22674000000,,,,,210554347230,226056006890.0,902519756483.402,,,,,,,,2297961643.3,18567279829.0,,,,,,62883901300,,,2948511009567.97,,,189519009710,185625113000.0,217950756860,8448914279400,,,577581769420.0,,,,,,,,,115712616600.0,88301585469.0,595282428360,1717049000.0,69074139495,,,,,,,49815093400,,,247884860200,,,,,,,,,4958437000,,,28551188838,,,67355121181.8353,23715491300,,,,29155837557000,,568035687010,,746757561266495,,,,,,,,,200160487190,,,,,2799200000000,,,,,,,,251633216323.013,29647100.0,,,,,,24962912900.0,,,3962288512571.8,,323994474530,,,,,,,,,,7675263210.5,,,16741107142,,,,,14751470601.0,,,,,,,1530704324731.17,2925458737.8,17810000000,243913190860,,1598272000.0,,,,,700208152150,,,,,,35433654542,,1126946127.57766,927903721210,6411000000,,,2227764666.4,,8931999744.0,,,,,,,238857216600,2865327900,,,,,836886519000.0,225923065420.0,167004814000,,,,,,3380399801.4,,,,,,32853901468,,,,,,,,,,,,203759000000.0,2196860600.0,
1965,,,,,,,15868339713,,,,22067000000,,,,,163916902200,221656214020.0,867313285422.416,,,,,,,,2106550597.3,14101772232.0,,,,,,55505391600,,,2165542370085.21,,,186223039620,157213310600.0,205045675080,6063656464200,,,541562234970.0,,,,,,,,,,64894525539.0,628353635280,1663211000.0,65087447768,,,,,,,44701846600,,,224194055400,,,,,,,,,4906630900,,,28085000479,,,59214927390.6545,20275241500,,,,30437412834000,,441630878920,,656581223907290,,,,,,,,,170541219780,,,,,1872000000000,,,,,,,,240180135596.444,27057800.0,,,,,,22894267600.0,,,3865829703472.48,,300657493420,,,,,,,,,,7654970080.6,,,16580759854,,,,,14299088297.0,,,,,,,1647757333108.82,2660828693.1,15713000000,232751304980,,1357148700.0,,,,,657204832770,,,,,,28041660481,,1124257932.09391,876219964790,5619700000,,,2024110411.3,,7485301248.0,,,,,,,229009493600,1849651200,,,,,824395853700.0,199945632280.0,136501672100,,,,,,3353806522.8,,,,,,29640160515,,,,,,,,,,,,228330000000.0,1765111800.0,
1964,,,,,,,15868339713,,,,18531000000,,,,,128939571550,,870828179804.668,,,,,,,,1595092049.8,16452170125.0,,,,,,48963574800,,,2212244503508.06,,,167708077610,152999909000.0,209264718670,7398188797200,,,420942748980.0,,,,,,,,,,105457898270.0,682212510220,1588491483.1,71435356055,,,,,,,43597361900,,,205775847100,,,,,,,,,4214445700,,,26629583483,,,56347005949.43,17307664400,,,,33128720916000,,496528052100,,570304403839295,,,,,,,,,167245222090,,,,,1649900000000,,,,,,,,245722381093.043,23821300.0,,,,,,27263263100.0,,,3769370894373.17,,228034828850,,,,,,,,,,7170478473.3,,,15546640913,,,,,12376624841.0,,,,,,,1464758863300.48,2343272681.0,13441000000,219561042040,,1095058600.0,,,,,550975653890,,,,,,19520397209,,1366481229.57964,969499920240,5075900000,,,,,11739796480.0,,,,,,,205759010900,1549917800,,,,,932649151600.0,203840183930.0,126588622200,,,,,,,,,,,,38846986227,,,,,,,,,,,,207978000000.0,1451793100.0,
1963,,,,,,,13222250914,,,,16659000000,,,,,117965934460,,748671343638.211,,,,,,,,1667128464.9,18802567875.0,,,,,,43479443400,,,1999777070922.38,,,160813943540,121772780400.0,201670431570,5932352699800,,,375469727960.0,,,,,,,,,,91475342618.0,807883225820,1446671434.0,64796573264,,,,,,,37821033700,,,186087412500,,,,,,,,,3511264600,,,24264531064,,,51013137672.7023,15435719700,,,,30437412834000,,480295306190,,406524677608523,,,,,,,,,153748738490,,,,,2195700000000,,,,,,,,244658511574.917,22138200.0,,,,,,30433794300.0,,,3650652676974.02,,197791897780,,,,,,,,,,7152860073.7,,,15955640281,,,,,10150206940.0,,,,,,,1374072325738.51,2375443401.7,12585000000,182049661140,,913343400.0,,,,,470066398520,,,,,,22372494221,,1283293367.85072,880807494580,6208100000,,,,,10669496320.0,,,,,,,187564821600,1562342100,,,,,820231485700.0,145599846930.0,113624629900,,,,,,,,,,,,35502966573,,,,,,,,,,,,168265000000.0,1493538800.0,
1962,,,,,,,17190372927,,,,14199000000,,,,,94647022151,,640179438361.889,,,,,,,,1547753834.1,19272586892.0,,,,,,42725210400,,,1949919002603.84,,,179098453920,120496543100.0,213483777020,5941989679400,,,337305652570.0,,,,,,,,,,76835117627.0,341106252780,1502276655.9,54119767952,,,,,,,33486102000,,,149250995900,,,,,,,,,3022488200,,,18738494634,,,46494477278.8813,12853186600,,,,41458960218000,,464538221660,,429678061525075,,,,,,,,,158559771700,,,,,1756600000000,,,,,,,,275523063598.992,18513300.0,,,,,,29214306600.0,,,3257387604276.82,,179177137230,,,,,,,,,,7487599979.9,,,15811561071,,,,,9069587585.59999,,,,,,,1167308141921.67,2021565682.2,11380000000,191039672540,,790399400.0,,,,,497699603130,,,,,,25090421620,,1143831599.5232,888453418610,5321700000,,,,,10988898304.0,,,,,,,175130334400,1160108900,,,,,861867566100.0,144813115160.0,100660637500,,,,,,,,,,,,46262451705,,,,,,,,,,,,140749000000.0,1590415700.0,
